,Brand,Categorie,Description,Name,Photo,Price
20, Smoktech,e_cigarette,Vapotez en toute discrétion et élégance avec le Pod Smok Novo ❤ ,Pod Novo - Smoktech,https://www.evaps.fr/documents/media/images/contenu/pod-novo-smoktech.jpg,26.90
301, Full Moon,e_liquide,Le e-liquide Full Moon Blue ❤ fera chavirer vos papilles gourmandes avec ses délicieuses saveurs de banane et de pêche accompagnées de bubble gum. Une expérience hors du commun vous attend avec le e liquide Blue 50ml Full Moon.,E liquide Blue 50ml - Full Moon,https://www.evaps.fr/documents/media/images/contenu/e-liquide-blue-full-moon-50ml.jpg,19.90
439, Cloud Vapor,diy,Laissez voyager vos papilles dans une contrée exotique avec l'arôme Iroko signé Cloud Vapor ©.,Concentré Iroko - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/concentre-iroko-cloud-vapor.jpg,6.90
381, Cloud Vapor,diy,"Le concentré DIY Cloud Vapor Crazy Gigi ❤ a été la belle surprise du Vapexpo 2018, et ses délicieuses saveurs ▶ fruitées et ▶ sucrées n'y sont pas pour rien ✔",Arôme Crazy Gigi - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/arome-crazy-gigi-cloud-vapor.jpg,5.90
84, Joyetech,e_cigarette,"Le kit Cuboid Pro 200W touch de Joyetech est une petite révolution à lui seul ! Profitez d'un écran tactile sensitif de 2.4 pouces pour une expérience de navigation intuitive et afficher vos photos préférées en fond d'écran. Déjà leader du contrôle de température, Joyetech améliore encore son chipset en intégrant pour la première fois un podomètre dans la box Cuboid Pro touch screen. Le clearomiseur ProCore Aries vous apportera une vape goutteuse et abondante ainsi qu'un remplissage ergonomique grâce à son top cap pivotant.",Kit Cuboid Pro 200W - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-cuboid-pro-200w-joyetech.jpg,128.90
180, Cloud Vapor,e_liquide,"L'e liquide Bean Crush Cloud Vapor ✔ est un liquide gourmand de grande qualité, mélangeant avec harmonie un café intense et une vanille de Madagascar gourmande à souhait.",Bean Crush 10ml - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/bean-crush-10ml-cloud-vapor.jpg,6.50
447, Readiy,diy,Ajoutez de la fraîcheur dans votre e liquide diy avec l'additif Koolada de Readiy © !,Additif Koolada - Readiy,https://www.evaps.fr/documents/media/images/contenu/additif-koolada-readiy.jpg,3.50
299, Full Moon,e_liquide,"Rafraîchissez vous avec le e-liquide ZHC Full Moon Purple ❤, délicieux mélange de pomme et de raisin avec un effet frais surprenant !",E liquide Purple 50ml - Full Moon,https://www.evaps.fr/documents/media/images/contenu/e-liquide-purple-full-moon-50ml.jpg,19.90
74, Vandy Vape,e_cigarette,"Amateur de mod méca, foncez vers le Kit BF Pulse de Vandy Vape © !",Kit Pulse BF - Vandy Vape,https://www.evaps.fr/documents/media/images/contenu/kit-pulse-bf-vandy-vape.jpg,57.90
114, Aspire,e_cigarette,,Kit Zelos 50W - Aspire,https://www.evaps.fr/documents/media/images/contenu/kit-zelos-50w-aspire.jpg,69.90
92, GeekVape,e_cigarette,,Box Aegis 100W - GeekVape,https://www.evaps.fr/documents/media/images/contenu/box-aegis-100w-geekvape.jpg,64.90
62, GeekVape,e_cigarette,Découvrez la Box Blade 235W Geekvape ❤,Mod Blade 235W - GeekVape,https://www.evaps.fr/documents/media/images/contenu/box-mod-blade-geekvape.jpg,59.90
69, Joyetech,e_cigarette,"Vapoteur, mais aussi agent secret ? Pour rester discret et élégant, le Kit Espion 200w par Joyetech est la cigarette électronique idéale ❤",Kit Espion 200W - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-espion-200w-joyetech.jpg,76.90
94, Eleaf,e_cigarette,,Box mod istick Tria 300w - Eleaf,https://www.evaps.fr/documents/media/images/contenu/kit-istick-tria-300w-eleaf.jpg,49.90
3, DJV,e_cigarette,"Le mod meca Dejavu DJV ★ est designé par le fameux youtubeur malaisien Adrian Lo Dejavu, spécialiste des reviews de matériel pour vapoteurs expérimentés.",Dejavu Mech Mod - DJV,https://www.evaps.fr/documents/media/images/contenu/deja-vu-mech-mod-djv.jpg,79.90
320, Revolute,diy,"L'arome Glitch Revolute ✔ est un arôme concentré gourmand français pour le DIY.Ce concentré DIY signé Revolute à base d'une custard vanille caramélisée saupoudrée de morceaux de délicieux biscuits et de fruits à coque, nous plonge dans un univers merveilleusement gourmand.",Concentré Glitch - Revolute,https://www.evaps.fr/documents/media/images/contenu/concentre-glitch-revolute.jpg,3.55
134, Joyetech,e_cigarette,,eVic VTwo Mini - Joyetech,https://www.evaps.fr/documents/media/images/contenu/evic-vtwo-mini-joyetech.jpg,54.90
90, Vaporesso,e_cigarette,,Kit Swag 80W TC - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-swag-80w-tc-vaporesso.jpg,54.90
125, Joyetech,e_cigarette,,Kit Elitar Pipe - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-elitar-pipe-joyetech.jpg,59.90
52, Vapecige,e_cigarette,La Box Vapecige VTX200 ★ vous donnera un look d'enfer avec son design de clown démoniaque ou encore ses différents pattern alliant tâches de peintures et autres skulls. ,Box VTX200 - Vapecige,https://www.evaps.fr/documents/media/images/contenu/box-vtx200-vapecige.jpg,49.90
157, Fruuits by Fuu,e_liquide,"L'e-liquide Pomme Fruuits by Fuu ✔ est un liquide aux sels de nicotine, au délicieux goût d'une pomme verte mûre et charnue, sucrée et légèrement acidulée.",Pomme - Fruuits by Fuu,https://www.evaps.fr/documents/media/images/contenu/pomme-fruuits-by-fuu.jpg,5.90
271, Anarchist,e_liquide,Clamez votre revendication avec le eliquide Purple Anarchist 100ml ❤ un délice criminel mélangeant raisin et bubble gum pour une vape rafraîchissante et saisissante.,Purple 100ml - Anarchist,https://www.evaps.fr/documents/media/images/contenu/eliquide-purple-anarchist.jpg,29.90
0, Vaporesso,e_cigarette,"Quand la marque Vaporesso se prend d'amour pour les vapoteurs débutants, elle ne le fait pas à moitié et propose l'excellente E cigarette Vaporesso Drizzle Fit 1400 mAh.",Kit Drizzle Fit - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-drizzle-fit-vaporesso.jpg,39.90
81,Priv 230W - Smoktech,e_cigarette,Place au design chez Smoktech avec cette magnifique box S-Priv 230W accompagnée du TFV8 Big Baby Light Edition.,Kit S-Priv 230W - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-s-priv-smoktech.jpg,72.90
306, Hyprtonic,e_liquide,Le e liquide Hyprtonic Mercedes ❤ fait peau neuve avec son nouveau format encore plus gourmand !,Mercedes 50ml - Hyprtonic,https://www.evaps.fr/documents/media/images/contenu/mercedes-hyprtonic-50ml.jpg,24.90
205, Furiosa Eggz,e_liquide,"L'e liquide Furiosa Eggz Skeedz 50ml ❤ a éclot d'un oeuf de dragon mythique nommé Furiosa, en répandant un doux nuage fruité et gourmand ✔",Skeedz 50ml - Furiosa Eggz,https://www.evaps.fr/documents/media/images/contenu/skeedz-furiosa-eggz.jpg,22.50
358, Phara Skull Juice,diy,"L'arôme concentré Quahua Phara Skull Juice ❤ est un condensé d'une gourmandise surprenante et onctueuse, idéal pour vos recettes d'e liquide DIY ✔",Arôme Qahua - Phara Skull Juice,https://www.evaps.fr/documents/media/images/contenu/arome-qahua-phara-skull.jpg,5.20
59, Vaptio,e_cigarette,"Une fois à votre ceinture, la box Vaptio Super Bat 220W ❤ ne manquera à aucun de vos appels, tant au niveau de sa puissance ✔ que de sa maniabilité ✔",Mod Super Bat 220W - Vaptio,https://www.evaps.fr/documents/media/images/contenu/mod-vaptio-super-bat.jpg,53.90
91, Asvape,e_cigarette,,Box Michael VO200 - Asvape,https://www.evaps.fr/documents/media/images/contenu/box-michael-vo200-asvape.jpg,129.90
121, Joyetech,e_cigarette,,Batterie Unimax 22 (2200 mAh) - Joyetech,https://www.evaps.fr/documents/media/images/contenu/batterie-unimax-22-2200-mah-joyetech.jpg,23.90
254, 3 Baccos,e_liquide,"Le e liquide Lima 3 Baccos ❤ est une recette parfaitement équilibrée entre force et onctuosité, et sa gourmandise saura conquérir les vapoteurs amateurs du genre ✔",Lima 50ml - 3 Baccos,https://www.evaps.fr/documents/media/images/contenu/lima-3-baccos-pgvg-labs.jpg,24.90
428, Halo White label,diy,"Amateur de tabac et menthol, l'arôme Hybrid de la gamme d'arômes concentrés White Label de Halo est fait pour vous ❤",Arôme Hybrid - Halo White label,https://www.evaps.fr/documents/media/images/contenu/hybrid-halo-arome-white-label.jpg,4.90
409,Silverline Capella,diy,"Régalez vous avec le concentré DIY Apple Snacks Capella ❤, composé de céréales délicieusement parfumées aux pommes sucrées.",Arôme Apple Snacks -Silverline Capella,https://www.evaps.fr/documents/media/images/contenu/arome-apple-snacks-silverline-capella.jpg,3.90
221, Sironade,e_liquide,Découvrez la subtilité du e liquide Violette Sironade ❤ une douce et somptueuse limonade à la saveur de violette qui émerveillera vos papilles.,Violette 60ml - Sironade,https://www.evaps.fr/documents/media/images/contenu/violette-sironade.jpg,24.90
400, Swag Juice,diy,Vous allez rougir de plaisir avec l'arôme Panzie Cranberry Sorbet Swag Juice Remix ❤,Concentré Panzie 10ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/concentre-panzie-swag-juice.jpg,5.90
435, Ultimate,diy,Surprenez vos sens avec le Fury signé Ultimate © !,Concentré Fury 30 ml - Ultimate,https://www.evaps.fr/documents/media/images/contenu/fury-ultimate.jpg,13.90
323, Readiy,diy,"Le concentré Fruits Rouges Readiy ❤ est un arôme d'origine française pour la fabrication de liquide pour cigarette électronique. Cet arôme fruits rouges est un vrai régal fruité gorgé de soleil, au goût de fraise, framboise et cerise.",Arôme Fruits Rouges - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-fruits-rouges-readiy.jpg,3.50
207, Furiosa Eggz,e_liquide,"Le e liquide Furiosa Eggz Doom ❤ a éclot d'un œuf de dragon mythique nommé Furiosa, et vous surprendra par sa vapeur totalement exquise ✔",Doom 50ml - Furiosa Eggz,https://www.evaps.fr/documents/media/images/contenu/doom-furiosa-eggz.jpg,22.50
413, Mama Kitchen,diy,L'arôme Peanut Waffle Mama Kitchen est un arôme incroyablement gourmand ❤❤❤,Concentré Peanut Waffle - Mama Kitchen,https://www.evaps.fr/documents/media/images/contenu/concentre-peanut-waffle-mama-kitchen.jpg,6.90
341, Kendo,diy,"Le concentré Coconut Ice Cream Kendo ❤ vous permettra de créer un délicieux e-liquide au goût d'une onctueuse crème glacée, saupoudrée de savoureux morceaux de noix de coco.",Coconut Ice Cream - Kendo,https://www.evaps.fr/documents/media/images/contenu/coconut-ice-cream-kendo.jpg,13.50
38, Atom Vapes,e_cigarette,"Avec le kit Atom Vapes Sandman Mech, préparez vous pour un retour au fondamentaux de la vape ❤",Kit Sandman Mech - Atom Vapes,https://www.evaps.fr/documents/media/images/contenu/kit-sandman-mech-atom-vapes.jpg,89.90
214, Swoke,e_liquide,"Le Eliquide Clone Swoke ★ va vous faire voyager loin, très loin... Avec son cactus récolté sur JOBA Prime et ses baies sauvages d'Aldebaran du Centaure, cet eliquide français 50 ml offre un voyage gustatif d'un autre univers !",Clone 50ml - Swoke,https://www.evaps.fr/documents/media/images/contenu/clone-swoke-50ml.jpg,24.90
210, Furiosa Vapor,e_liquide,L'e liquide Furiosa Dragon Clouds 40ml ❤ lie à la perfection un nuage de fruits gourmands au croquant de délicieuses céréales ✔,Dragon Clouds 40ml - Furiosa Vapor,https://www.evaps.fr/documents/media/images/contenu/dragon-clouds-furiosa.jpg,20.00
43, Eleaf,e_cigarette,"Découvrez le futur avec la mod box Lexicon 235W Eleaf ❤. Avec son design futuriste digne d'un film de science fiction et ses performances accrues, vous ne regretterez pas l'achat de cette cigarette electronique Lexicon Eleaf ✔",Box Lexicon 235W - Eleaf,https://www.evaps.fr/documents/media/images/contenu/box-lexicon-eleaf.jpg,60.90
40, Ijoy,e_cigarette,Le kit Ijoy Diamond Mini ❤ est un bijou de technologie et d’esthétisme à lui seul.,Kit Diamond Mini 225W - Ijoy,https://www.evaps.fr/documents/media/images/contenu/kit-diamond-mini-ijoy.jpg,79.90
383, Cloud Vapor,diy,"Le concentré Cloud Vapor Acid Monkey ❤ est la délicieuse version du e liquide Acid Monkey de la même marque, spécialement dédiée à la création de liquide DIY ✔",Arôme Acid Monkey - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/arome-acid-monkey-cloud-vapor.jpg,5.90
261, Naked 100,e_liquide,L'eliquide Lava Flow Naked 100 ❤ promet une vapeur dense emplie d'une saveur fruitée rafraîchissante et ensorcelante ✔,Lava Flow 50ml - Naked 100,https://www.evaps.fr/documents/media/images/contenu/lava-flow-naked.jpg,24.90
406, Swag Juice,diy,Délectez vous du succulent arôme Chimp Swag Juice Remix ❤. Cet arôme fruité eliquide diy au délicieux goût de pastèque agrémenté de crème onctueuse ✔ fera vivre à vos papilles une expérience douce et sucrée.,Concentré Chimp 10ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/concentre-chimp-swag-juice.jpg,5.90
379, Diy Monster,diy,"Tel un Yeti des neiges, l'arôme Diy Monster Bluester 10ml ❤ et ses saveurs de bubble-gum, accompagné de menthe fraîche et de myrtille, rafraîchira vos papilles à grand coup de terreur ✔",Concentré Bluester - Diy Monster,https://www.evaps.fr/documents/media/images/contenu/concentre-bluester-diy-monster.jpg,5.50
145, Tasty,e_liquide,"Le Tasty Chat'aignier ✔ est un e-liquide français gourmand, vous proposant de vaper une délicieuse crème de châtaignes et de marrons rafraîchie par une succulente glace vanille.",Chat'aignier 50ml - Tasty,https://www.evaps.fr/documents/media/images/contenu/chataignier-50ml-tasty.jpg,19.90
242, Gold Leaf Liquids,e_liquide,Le e-liquide Emericano 80ml Gold Leaf ❤ est la rencontre enivrante d’un tabac riche en goût et d'un café expresso.,Emericano - Gold Leaf Liquids,https://www.evaps.fr/documents/media/images/contenu/emericano-gold-leaf-liquids.jpg,29.90
161, Bee,e_liquide,"L'eliquide Bubble Minty Bee est un e-liquide au goût d'un bubble gum à la chlorophylle, sucré et subtilement mentholé, avec un léger effet frais. Cet e-liquide français va vous permettre de vaper un fameux chewing gum vert légendaire !",Bubble Minty 10ml - Bee,https://www.evaps.fr/documents/media/images/contenu/bubble-minty-10ml-bee.jpg,5.90
32, Joyetech,e_cigarette,"Si vous êtes du genre baroudeur, la box Espion Silk par Joyetech ❤ est faite pour vous !",Box Espion Silk 80W - Joyetech,https://www.evaps.fr/documents/media/images/contenu/box-espion-silk-joyetech.jpg,44.90
208, Furiosa Eggz,e_liquide,"Le e-liquide Furiosa Eggz Aria 50ml ❤ a éclot d'un oeuf de dragon mythique nommé Furiosa, pour les plus grands amateurs de liquides premium ✔",Aria 50ml - Furiosa Eggz,https://www.evaps.fr/documents/media/images/contenu/aria-furiosa-eggz.jpg,22.50
143, Kangertech,e_cigarette,,Dripbox 160W Starter Kit - Kangertech,https://www.evaps.fr/documents/media/images/contenu/dripbox-160w-starter-kit-kangertech.jpg,74.90
367, Maw,diy,"Avec le concentré Maw Tus Revolute ❤, fabriquez votre propre eliquide DIY fruité frais.",Arôme Tus - Maw,https://www.evaps.fr/documents/media/images/contenu/arome-tus-maw.jpg,5.20
89, Vaporesso,e_cigarette,,Kit Tarot Nano - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-tarot-nano-vaporesso.jpg,65.90
79, Wismec,e_cigarette,"Wismec vous propose une Box 20700, la Reuleaux RX2 200w pour une autonomie incroyable et des performances toujours au top !",Reuleaux RX2 20700 - Wismec,https://www.evaps.fr/documents/media/images/contenu/reuleaux-rx2-wismec-20700.jpg,54.90
190, Avap,e_liquide,Osez l'exotisme avec le e liquide Sunny Devil 50ml Avap ❤ un mix de fruits exotiques comme la papaye et la mangue accompagné de citron et de menthol frais et rafraîchissant qui surprendra vos papilles curieuses.,Sunny Devil 50ml - Avap,https://www.evaps.fr/documents/media/images/contenu/sunny-devil-50ml-avap.jpg,19.90
255, 3 Baccos,e_liquide,Le e liquide Manila 3 Baccos ❤ est un accord parfait entre une saveur tabac puissante et une touche de vanille ✔ pour une vapeur dense et légèrement gourmande.,Manila 50ml - 3 Baccos,https://www.evaps.fr/documents/media/images/contenu/manila-3-baccos-pgvg-labs.jpg,24.90
222, Vaporigins Galaxy,e_liquide,"La marque française Vape 47 propose le Saturn Vaporigins Galaxy ❤, un e-liquide français 50ml au goût d'une délicieuse pâte de fruits des bois, dont l'idée leur est venue au cours de l'une de leurs nombreuses explorations de la planète géante Saturne.Issu d'un long processus de fabrication extra-terrestre tenu secret, cet eliquide fruits des bois est un must have pour les amateurs de gourmandises fruitées et sucrées.",Saturn 50ml - Vaporigins Galaxy,https://www.evaps.fr/documents/media/images/contenu/saturn-vaporigins.jpg,18.90
10, Joyetech,e_cigarette,"Après le Exceed et le Teros, Joyetech continue sa percée dans l'univers des cigarettes électroniques de type podmod et nous propose le Pod RunAbout Joyetech ★. Le Kit Pod MTL RunAbout Joyetech contient une e-cigarette facile à utiliser avec son système de cartouches pod jetables et son unique bouton Fire.",Kit Pod RunAbout - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-pod-runabout-joyetech.jpg,20.90
403, Swag Juice,diy,Ajoutez du soleil dans votre clearomiseur grâce à l'arôme APE Veimtho Berries Swag Juice Remix ❤,Concentré APE 10ml - Swag Juice,https://www.evaps.fr/documents/media/images/contenu/concentre-ape-swag-juice.jpg,5.90
156, Fruuits by Fuu,e_liquide,"L'e-liquide Ananas Fruuits by Fuu ✔ est un liquide aux sels de nicotine, au délicieux goût d'un authentique ananas juteux et légèrement acidulé.",Ananas - Fruuits by Fuu,https://www.evaps.fr/documents/media/images/contenu/ananas-fruuits-by-fuu.jpg,5.90
217, Vaporigins,e_liquide,"Le Vaporigins Rainbow Mania ➤ vous propose de vaper toutes les couleurs de l'arc-en-ciel, comme si vous ouvriez un sachet de la fameuse marque Skitties rempli de bonbons fruités et acidulés multicolores, pour un mélange de saveurs variées et équilibrées.",Rainbow Mania 80ml - Vaporigins,https://www.evaps.fr/documents/media/images/contenu/rainbow-mania-vaporigins.jpg,25.00
1,Kiss - Smoktech,e_cigarette,"Le Kit Smok R-Kiss ★ est un kit de cigarette électronique montrant tout le savoir faire de Smoktech. En effet, la box R-Kiss qui compose ce kit est tout simplement le plus petit mod à double accus 18650 du marché !Pensé pour une vape subohm de qualité, le Kit R-Kiss TFV8 Baby V2 Smoktech vient avec la nouvelle version du clearomiseur TFV8 Baby et ses excellentes résistances Smoktech A.A notre avis, le RKiss de Smoktech a tout pour plaire aux vapoteurs confirmés qui cherchent efficacité et simplicité.",Kit R-Kiss - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-smok-r-kiss-200w.jpg,59.90
414, Mama Kitchen,diy,Concevez votre e liquide DIY avec l'arôme Strawberry Donut Mama Kitchen © !,Concentré Strawberry Donut - Mama Kitchen,https://www.evaps.fr/documents/media/images/contenu/concentre-strawberry-donut-mama-kitchen.jpg,6.90
300, Full Moon,e_liquide,Le e-liquide malaisien Full Moon Yellow ❤ apportera de la couleur dans votre clearomiseur !,E liquide Yellow 50ml - Full Moon,https://www.evaps.fr/documents/media/images/contenu/e-liquide-yellow-full-moon-50ml.jpg,19.90
123, Joyetech,e_cigarette,,Kit Unimax 22 - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-unimax-22-joyetech.jpg,39.90
315, Silverline Capella,diy,Croquez dans le délicieux arôme Crunchy Frosted Cookie Silverline Capella ❤ un succulent et croustillant cookie nappé d'un glaçage sucré à souhait qui ravira les papilles des vapoteurs les plus gourmands.,Arôme Crunchy Frosted Cookie - Silverline Capella,https://www.evaps.fr/documents/media/images/contenu/arome-crunchy-frosted-cookie-silverline-capella.jpg,3.90
368, Psycho Bunny,diy,L'arôme Psycho Bunny Blue Retro ❤ est un sublime retour en enfance gourmand ✔ sucré ✔ et fruité ✔ pour une vapeur des plus exquises.,Blue Retro - Psycho Bunny,https://www.evaps.fr/documents/media/images/contenu/blue-retro-psycho-bunny.jpg,12.90
391, Maori,diy,"Faites le plein d'énergie avec l'arôme Maori Wera Full Moon ❤, le succulent concentré Wera Maori vous permettra de fabriquer votre e-liquide DIY au bon goût d'ananas et de goyave ✔ pour un voyage au cœur de la Polynésie.",Concentré Wera - Maori,https://www.evaps.fr/documents/media/images/contenu/concentre-wera-maori.jpg,5.90
183, Vaporigins,e_liquide,"Le Vaporigins Blood Citrus ✔ est un e-liquide démentiellement original. L'e liquide Blood Citrus 80 ml vous permettra de vaper une orangeade givrée, adoucie par un mix de superfruits.",Blood Citrus 80ml - Vaporigins,https://www.evaps.fr/documents/media/images/contenu/blood-citrus-80ml-vaporigins.jpg,25.00
225, Sironade,e_liquide,"Le e liquide Pamplemousse Sironade ❤ reproduit à merveille une douce limonade au pamplemousse, fraîche et acidulée, laissez vous tentez par ce eliquide français grand format ZHC ★ qui vous fera redécouvrir cette saveur de l'enfance.",Pamplemousse 60ml - Sironade,https://www.evaps.fr/documents/media/images/contenu/pamplemousse-sironade.jpg,24.90
365, Maw,diy,L'arôme Maw Gic ❤ va surprendre vos sens avec ses notes de citron frais et son soupçon de gingembre.,Arôme Gic - Maw,https://www.evaps.fr/documents/media/images/contenu/arome-gic-maw.jpg,5.20
191, Avap,e_liquide,"Devenez rouge de plaisir avec le e-liquide Avap Red Devil 50ml ❤ un savant et délicieux mélange de fruits rouges, combiné avec de l'anis et de l'absinthe qui réveilleront vos papilles.",Red Devil 50ml - Avap,https://www.evaps.fr/documents/media/images/contenu/red-devil-50ml-avap.jpg,19.90
119, Smoktech,e_cigarette,,Box Alien 220 - Smoktech,https://www.evaps.fr/documents/media/images/contenu/box-alien-220-smoktech.jpg,64.90
421, Full Milk,diy,Full Moon © propose dès à présent son concentré Full Moon Red en version gourmande avec le Red Full Milk !,Red - Full Milk,https://www.evaps.fr/documents/media/images/contenu/red-full-milk.jpg,5.90
316,,diy,Facilitez la conception de vos eliquides DIY avec cet embout seringue 16GA ❤,Embout seringue 16GA,https://www.evaps.fr/documents/media/images/contenu/embout-seringue-16ga.jpg,0.99
244, Aqua,e_liquide,"Le e liquide Flow Ice Aqua ❤ va transporter vos sens vers une destination exotique avec ses délicates saveurs de mangue sucrée, associée à de l'ananas et de la goyave, le tout sublimé par une menthe et son effet fresh qui glacera de plaisir vos papilles.",Flow Ice 50ml - Aqua,https://www.evaps.fr/documents/media/images/contenu/flow-ice-50ml-aqua.jpg,19.90
287, NUG,e_liquide,"Le e-liquide NUG Lemoncito ❤ vous fera redécouvrir la saveur d'un citron jaune fraîchement cueilli, doux et fruité. Le eliquide Lemoncito Noaned Under Ground fera chavirer vos papilles pour une expérience culinaire extraordinaire.",Limoncito 3*10ml - NUG,https://www.evaps.fr/documents/media/images/contenu/eliquide-limoncito-nug.jpg,16.90
232, Riot Squad,e_liquide,Gardez les papilles en éveil avec le e liquide Sub Lime Riot Squad ❤ succulente recette mêlant divers agrumes acidulés et toniques avec un cassis juteux et bien sucré.,Sub Lime 50ml - Riot Squad,https://www.evaps.fr/documents/media/images/contenu/sub-lime-riot-squad.jpg,19.90
103, Desire,e_cigarette,,Kit meca Mad Dog RDTA - Desire,https://www.evaps.fr/documents/media/images/contenu/kit-mad-dog-rdta-desire.jpg,84.90
46, Eleaf,e_cigarette,Le kit Lexicon 235W Eleaf ❤ est une immersion réussie dans l'univers du TFV like ★,Kit Lexicon 235W - Eleaf,https://www.evaps.fr/documents/media/images/contenu/kit-lexicon-eleaf.jpg,79.90
23, Vaporesso,e_cigarette,Vapotez en toute discrétion et avec style avec le Kit Tarot Baby Vaporesso ❤,Kit Tarot Baby - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-tarot-baby-vaporesso.jpg,67.90
338, Dude's,diy,L'arôme Strawberry Pancake Dude's 30ml ❤ est une explosion de saveurs gourmandes qui vous mettra sans nul doute l'eau à la bouche ✔,Strawberry Pancake - Dude's,https://www.evaps.fr/documents/media/images/contenu/strawberry-pancake-dude-s.jpg,13.90
243, Gold Leaf Liquids,e_liquide,Le e-eliquide Acapulco 80ml Gold Leaf par Gold Leaf Liquids ❤ mélange avec brio un arôme de tabac intense et une délicieuse vanille custard.,Acapulco - Gold Leaf Liquids,https://www.evaps.fr/documents/media/images/contenu/acapulco-gold-leaf-liquids.jpg,29.90
186, Five Pawns,e_liquide,Succombez aux saveurs enivrantes du e liquide Elo Tobacco Five Pawns ❤ subtil mélange de tabac accompagné de notes d'agrumes. Le eliquide Five Pawns Elo Tobacco 50ml ➤ est une merveilleuse recette tout droit venue des USA pour le plus grand plaisir des amateurs de saveurs de tabac.,Elo Tobacco 50ml - Five Pawns,https://www.evaps.fr/documents/media/images/contenu/elo-tobacco-50ml-five-pawns.jpg,24.90
335, Kendo,diy,"Le concentré Key Lime Mousse Kendo ❤ est une gourmandise surprenante et efficace : une mousse crémeuse, associée à un citron vert délicieusement acidulé, pour la fabrication d'un e-liquide original et addictif !",Arôme Key Lime Mousse - Kendo,https://www.evaps.fr/documents/media/images/contenu/arome-key-lime-mousse-kendo.jpg,13.50
44, Joyetech,e_cigarette,"Ayez du style avec la box Espion Infinite Joyetech ! Avec son design et ses performances digne d'un film de science fiction, elle ne passera pas inaperçue ❤.",Box Espion Infinite 230W - Joyetech,https://www.evaps.fr/documents/media/images/contenu/box-espion-infinite-joyetech.jpg,69.90
203, Les Déglingos,e_liquide,"Le Eliquide Happy Feet Les Déglingos ★ est une composition fruitée mélangeant un délicieux ananas, des pêches juteuses à souhait et une grenade bien rouge... Amateurs de fruités, vous avez peut-être là votre all-day !",Happy Feet 50ml - Les Déglingos,https://www.evaps.fr/documents/media/images/contenu/happy-feet-les-deglingos.jpg,21.90
192,liquide Menthocalyptus - So Fifty,e_liquide,Le Menthocalyptus So Fifty ❤ est une nouvelle version du e-liquide éponyme par Alfaliquid. ,E-liquide Menthocalyptus - So Fifty,https://www.evaps.fr/documents/media/images/contenu/menthocalyptus-10ml-so-fifty.jpg,5.90
233, Riot Squad,e_liquide,"Amateurs de gourmandises, ne passez pas à coté du e liquide Strawberry Scream Riot Squad ❤ cette délicieuse recette composée d'une fraise sucrée et juteuse s'associant à la perfection avec une crème onctueuse fera le bonheur de vos papilles.",Strawberry Scream 50ml - Riot Squad,https://www.evaps.fr/documents/media/images/contenu/strawberry-scream-riot-squad.jpg,19.90
307, La Casa De Vape,e_liquide,Armez votre clearomiseur du e liquide La Casa De Vape Tokyo ❤ pour un braquage de vos sens réussi !,Tokyo 50ml - La Casa De Vape,https://www.evaps.fr/documents/media/images/contenu/tokyo-la-casa-de-vape.jpg,24.90
17, Wismec,e_cigarette,Découvrez le kit Active Wismec ❤ la première cigarette électronique dotée d'une enceinte Bluetooth musicale.,Kit Active 80W - Wismec,https://www.evaps.fr/documents/media/images/contenu/kit-active-wismec.jpg,79.90
422, Fruit Punch,diy,Préparez vous à faire voyager vos papilles avec le ➤ Soursop strawberry grape !,Soursop Strawberry Grape - Fruit Punch,https://www.evaps.fr/documents/media/images/contenu/soursop-strawberry-grape-fruit-punch.jpg,6.90
153, Fruuits by Fuu,e_liquide,"L'e-liquide Framboise Fruuits by Fuu ✔ est un liquide aux sels de nicotine, au délicieux goût d'une framboise mûre, sucrée et gourmande à souhait.",Framboise - Fruuits by Fuu,https://www.evaps.fr/documents/media/images/contenu/framboise-fruuits-by-fuu.jpg,5.90
19, Hugo Vapor,e_cigarette,"Amateur de mods électroniques performants et stylés, la Box Hugo Vapor Rader Mage ★ est faite pour vous !",Box Rader Mage - Hugo Vapor,https://www.evaps.fr/documents/media/images/contenu/box-rader-mage-hugo-vapor.jpg,48.90
