,Brand,Categorie,Description,Name,Photo,Price
394, Halo,diy,Boostez vos recettes avec le Booster Nicotine 20mg Fusion ★,Booster 20mg Fusion - Halo,https://www.evaps.fr/documents/media/images/contenu/booster-20mg-fusion.jpg,1.70
395, Tropika,diy,"Le concentré Bali Tropika ❤ enivrera vos sens avec ses délicates saveurs de pêche juteuse accompagnée de baies avec notamment un cassis mûr et sucré, un véritable régal pour vos papilles.",Arôme Bali 10ml - Tropika,https://www.evaps.fr/documents/media/images/contenu/arome-bali-tropika.jpg,5.90
310, La Casa De Vape,e_liquide,Le e liquide La Casa De Vape Helsinki ❤ dynamitera vos papilles par son citron jaune intense. Helsinki 50ml La Casa De Vape ➤ fera un parfait complice pour les amateurs de sensations fortes.,Helsinki 50ml - La Casa De Vape,https://www.evaps.fr/documents/media/images/contenu/helsinki-la-casa-de-vape.jpg,24.90
420, Full Milk,diy,"Full Moon © vous propose le Green dans une version gourmande, le concentré Green Full Milk !",Green - Full Milk,https://www.evaps.fr/documents/media/images/contenu/green-full-milk.jpg,5.90
9, Smoant,e_cigarette,Vapotez haut en couleur avec la box Naboo Smoant ❤ ,Box Naboo 225W - Smoant,https://www.evaps.fr/documents/media/images/contenu/box-naboo-225w-smoant.jpg,66.90
304, Hyprtonic,e_liquide,Retrouvez dès à présent le e liquide Hyprtonic White Nectar ❤ dans son nouveau grand format pour encore plus de gourmandise.,White Nectar 50ml - Hyprtonic,https://www.evaps.fr/documents/media/images/contenu/white-nectar-hyprtonic-50ml.jpg,24.90
68, Demon Killer,e_cigarette,"Le kit Tiny de Demon Killer va surprendre plus d'un vapoteur amateur de reconstructible ❤ La marque Demon Killer, reconnue pour ses consommables de grande qualité dédiés au reconstructible, propose aujourd'hui un kit avec le Tiny RDA ultra compact et original.",Kit Tiny - Demon Killer,https://www.evaps.fr/documents/media/images/contenu/kit-tiny-demon-killer.jpg,44.90
441, Cloud Vapor,diy,Vivez un véritable petit déjeuner ❤ avec le concentré Azobe signé Cloud Vapor © !,Concentré Azobe - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/concentre-azobe-cloud-vapor.jpg,6.90
408, Silverline Capella,diy,Ajoutez de la sucrerie dans vos recettes DIY avec le concentré Capella Silverline Meringue ❤.,Arôme Meringue - Silverline Capella,https://www.evaps.fr/documents/media/images/contenu/arome-meringue-silverline-capella.jpg,3.90
373, Marie Jeanne,diy,Faites vivre un voyage inoubliable à vos sens avec le concentré Marie Jeanne Super Skunk reproduisant le goût et l'odeur de terpène de type Super Skunk ➤. L'arôme Super Skunk Marie Jeanne vous surprendra par son réalisme en bouche et en senteur ❤.,Arôme Super Skunk - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/arome-super-skunk-marie-jeanne.jpg,6.90
100, Joyetech,e_cigarette,,EKEE / ProCore Motor - Joyetech,https://www.evaps.fr/documents/media/images/contenu/ekee-procore-motor-joyetech.jpg,49.90
337, Kendo,diy,"Le concentré Golden Strawberry Cheesecake ❤ est parfait pour les vapoteurs à la recherche d'un arôme pâtissier et fruité. Cet arôme DIY gourmand Kendo reproduit admirablement les saveurs d'un onctueux cheesecake, nappé d'un coulis de fraise et complété par des morceaux d'une fraise bien juteuse.",Golden Strawberry Cheescake - Kendo,https://www.evaps.fr/documents/media/images/contenu/golden-strawberry-cheescake-kendo.jpg,13.50
246, Vapempire,e_liquide,Le Mango Apricot Vape Empire 10ml ❤ est un e-liquide qui enivrera vos papilles avec sa mangue juteuse et son abricot légèrement sucré.,Mango Apricot - Vapempire,https://www.evaps.fr/documents/media/images/contenu/mango-apricot-vapempire.jpg,5.90
39, Ijoy,e_cigarette,"Avec le kit 60W Elite Mini Ijoy ❤, goûtez à toutes les vapes !",Kit Elite Mini - Ijoy,https://www.evaps.fr/documents/media/images/contenu/kit-elite-mini-ijoy.jpg,69.90
418, Secret Recipe,diy,Plongez les papilles en avant sur le concentré Vanilla Custard Secret Recipe © pour découvrir une gourmandise exceptionnelle.,Vanilla Custard - Secret Recipe,https://www.evaps.fr/documents/media/images/contenu/vanilla-custard-secret-recipe.jpg,6.90
158, Fruuits by Fuu,e_liquide,"L'e-liquide Fraise Fruuits by Fuu ✔ est un liquide aux sels de nicotine, au délicieux goût d'une fraise du jardin fraîchement cueillie.",Fraise - Fruuits by Fuu,https://www.evaps.fr/documents/media/images/contenu/fraise-fruuits-by-fuu.jpg,5.90
179, Cloud Vapor,e_liquide,"L'e liquide Blue Velvet Cloud Vapor ✔ est un tabac gourmand de grande qualité, combinant un tabac blond et de multiples gourmandises telles que de la vanille, du caramel et des noisettes.",Blue Velvet 10ml - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/blue-velvet-10ml-cloud-vapor.jpg,6.50
280, Marie Jeanne,e_liquide,L'e liquide CBD Amnesia Marie Jeanne ❤ est ce qu'il peut se faire de plus authentique ✔ avec ses délicates saveurs naturelles et légèrement citronnées ❤,Amnesia CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/amnesia-cbd-marie-jeanne.jpg,16.90
378, Diy Monster,diy,"L'arôme Diy Monster Greenster 10ml ❤ vous réserve une belle et puissante expérience de vape grâce à ses saveurs de bonbons acidulés, accompagné d'orange sanguine et de cactus ✔. Ce mélange surprenant fait du concentré Greenster DIY Monster l'un des plus originaux du moment !",Concentré Greenster - Diy Monster,https://www.evaps.fr/documents/media/images/contenu/concentre-greenster-diy-monster.jpg,5.50
360, La Lecheria Vape,diy,L'arôme Flan de Limon La Lecheria Vape ❤ vous fera découvrir l'alliance parfaite entre un ▶ flan délicieusement vanillé et un ▶ citron légèrement acidulé ✔,Concentré Flan de Limon - La Lecheria Vape,https://www.evaps.fr/documents/media/images/contenu/concentre-flan-de-limon-la-lecheria-vape.jpg,5.50
450, Readiy,diy,Faites frissonner vos sens avec l'arôme Menthol de Readiy !,Arôme Menthol - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-menthol-readiy.jpg,3.50
342, Divine,diy,"Le concentré Divine Time Bomb ❤ est un cocktail explosif de saveurs fruitées : de succulentes pêches bien juteuses, brillamment accompagnées d'une poignée de fraises sucrées et de pommes légèrement acidulées. ",Concentré Time Bomb - Divine,https://www.evaps.fr/documents/media/images/contenu/concentre-time-bomb-divine.jpg,13.50
88, Kangertech,e_cigarette,,Kit Spider / Five 6 Mini - Kangertech,https://www.evaps.fr/documents/media/images/contenu/kit-spider-five-6-mini-kanger.jpg,79.90
330, Horny Flava,diy,"Le Pinberry Horny Flava ❤ est la version concentré DIY du célèbre e-liquide malaisien du même nom. Avec le Pinberry, découvrez un cocktail explosif d'ananas, de melon et de fraise. Ces fruits, plus savoureux les uns que les autres, sont relevés par un effet fresh intense.",Concentré Pinberry - Horny Flava,https://www.evaps.fr/documents/media/images/contenu/concentre-pinberry-horny-flava.jpg,13.90
235, Riot Squad,e_liquide,"Délectez vous du e liquide Grapple Slapcurrant Riot Squad ❤ Intense mélange de pomme acidulé, parfaitement harmonisé à un cassis sucré.",Grapple Slapcurrant 50ml - Riot Squad,https://www.evaps.fr/documents/media/images/contenu/grapple-slapcurrant-riot-squad.jpg,19.90
87, Vaporesso,e_cigarette,"Vous hésitez entre puissance, qualité et design ?",Kit Revenger X - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-revenger-x-vaporesso.jpg,78.90
445, Readiy,diy,Rehaussez les saveurs de vos eliquides DIY avec l'additif Ethyl Vanilline de Readiy !,Additif Ethyl Vanilline - Readiy,https://www.evaps.fr/documents/media/images/contenu/additif-ethyl-vanilline-readiy.jpg,3.50
230, Riot Squad,e_liquide,"Le e liquide Menthol Molotov Riot Squad ❤ est un délicieux mélange de divers fruits exotiques plus savoureux les uns que les autres, parfaitement associés à un menthol rafraîchissant.",Menthol Molotov 50ml - Riot Squad,https://www.evaps.fr/documents/media/images/contenu/menthol-molotov-riot-squad.jpg,19.90
396, Tropika,diy,Le concentré Hawaii Tropika ❤ vous promet un voyage exotique inattendu avec sa composition audacieuse d'ananas sucré et de sa fraise bien mûre.,Arôme Hawaii 10ml - Tropika,https://www.evaps.fr/documents/media/images/contenu/arome-hawaii-tropika.jpg,5.90
95, Smoktech,e_cigarette,,Box ProColor TC 225W - Smoktech,https://www.evaps.fr/documents/media/images/contenu/mod-procolor-225-smoktech.jpg,66.90
366, La Lecheria Vape,diy,Le concentré Flan de Caramel La Lecheria Vape ❤ est une petite douceur que les amateurs ▶ arômes DIY gourmand vont adorer ✔,Concentré Flan de Caramel - La Lecheria Vape,https://www.evaps.fr/documents/media/images/contenu/concentre-flan-de-caramel-la-lecheria-vape.jpg,5.50
455, Readiy,diy,"Amateurs de café bien corsé, plongez vos papilles dans votre boisson favorite avec l'arôme Café de Readiy ❤",Arôme Café - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-cafe-readiy.jpg,3.50
259, Naked 100,e_liquide,L'e liquide Hawaiian Pog Naked 100 ❤ est LE eliquide des amateurs de gros nuages aux saveurs ▶ fruitées et exotiques.,Hawaiian Pog 50ml - Naked 100,https://www.evaps.fr/documents/media/images/contenu/hawaiian-pog-naked.jpg,24.90
350, Divine,diy,L'arôme concentré Divine Circus Cookie ❤ est une recette gourmande à vaper sans modération. Appréciez un délicieux cookie aux pépites de fraise encore chaud sublimé par un exquis nappage à la fraise.,Concentré Circus Cookie - Divine,https://www.evaps.fr/documents/media/images/contenu/concentre-circus-cookie-divine.jpg,13.50
399, Tropika,diy,Le concentré Malibu Tropika ❤ vous permet de fabriquer votre eliquide DIY. ,Arôme Malibu 10ml - Tropika,https://www.evaps.fr/documents/media/images/contenu/arome-malibu-tropika.jpg,5.90
382, Cloud Vapor,diy,"Le concentré Cloud Vapor Flying Sheep ❤ se dévoile enfin sous forme d'arôme concentré, pour une recette e liquide DIY ▶ fruitée et ▶ fresh ! L'arôme Flying Sheep Cloud Vapor est un enivrant mélange de pomme et de grenade dans une intense explosion de fraîcheur.",Arôme Flying Sheep - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/arome-flying-sheep-cloud-vapor.jpg,5.90
93, Ijoy,e_cigarette,,Box Captain PD1865 - Ijoy,https://www.evaps.fr/documents/media/images/contenu/box-captain-pd1865-ijoy.jpg,54.90
319,,diy,Conditionnez vos préparations de manière optimale grâce à ce Flacon DIY 60ml ★,Flacon Transparent 60ml,https://www.evaps.fr/documents/media/images/contenu/flacon-transparent-60ml.jpg,1.90
57, Joyetech,e_cigarette,"Avec l'E cigarette Pod Exceed Edge de Joyetech ©, apprêtez-vous à découvrir une toute nouvelle manière de vaper ❤, idéale pour les vapoteurs débutants.",Pod Exceed Edge - Joyetech,https://www.evaps.fr/documents/media/images/contenu/pod-exceed-edge-joyetech.jpg,23.90
22, iJoy,e_cigarette,"Le Kit iJoy Diamond VPC ★ est un kit innovant, simple d'utilisation et performant, qui combine une box compacte iJoy Diamond Bae et une base UniPod VPC, capable de recevoir entre autres une cartouche de type iJoy Pod VPC.Ce Kit eCigarette Pod Box offre la possibilité de vaper en mode ""Pod"" avec le système Pod VPC de iJoy, ou en mode ""Power"" jusqu'à 45W avec un clearomiseur standard.",Kit Diamond VPC - iJoy,https://www.evaps.fr/documents/media/images/contenu/kit-diamond-vpc-ijoy.jpg,53.90
253, 3 Baccos,e_liquide,Le e-liquide Ankara 3 Baccos ❤ c'est une vapeur corsée à la saveur d'un tabac turc lié à une pointe de sucre pour un e liquide de caractère ✔,Ankara 50ml - 3 Baccos,https://www.evaps.fr/documents/media/images/contenu/ankara-3-baccos-pgvg-labs.jpg,24.90
228, Greeneo,e_liquide,Faites vibrez vos sens avec le délicieux et incontournable e liquide CBD Blue Dream Greeneo ❤ un savant et surprenant mélange de violette délicate et d'un raisin frais et subtil qui émerveillera vos papilles à coup sûr.,Blue Dream CBD - Greeneo,https://www.evaps.fr/documents/media/images/contenu/blue-dream-cbd-greeneo.jpg,15.90
133, Vaporesso,e_cigarette,,Coffret Target Mini 40W TC  Guardian cCell - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-target-mini-40w-tc-guardian-ccell-vaporesso.jpg,57.90
149, Salt E-Vapor,e_liquide,"L'e-liquide La Petite Chose Salt E-Vapor ✔ est une gourmandise vous promettant une délicieuse vape à base de caramel vanillé aux fruits à coque, rehaussé par une touche de café.",La Petite Chose - Salt E-Vapor,https://www.evaps.fr/documents/media/images/contenu/la-petite-chose-salt-e-vapor.jpg,6.90
361, Maw,diy,Le concentré Maw Lon Revolute vous fera redécouvrir la saveur du melon ❤ sucré à souhait et aussi frais qu'un glaçon. Ce concentré DIY melon sera idéal à vapoter pendant vos vacances au soleil.,Arôme Lon - Maw,https://www.evaps.fr/documents/media/images/contenu/arome-lon-maw.jpg,5.20
348, Divine,diy,"L'arôme concentré Divine BAM Cakes ❤ est une recette qui vous surprendra par son originalité et sa gourmandise. Les britanniques de Chef's Flavour nous proposent cette fois un biscuit infusé dans une pâte d'amande bien spécifique, recouvert d'amandes et de délicieuses myrtilles sucrées !",Concentré BAM Cakes - Divine,https://www.evaps.fr/documents/media/images/contenu/concentre-bam-cakes.jpg,13.50
357, Dripping,diy,L'arôme Blueberg Dripping ❤ est une recette pour e liquide DIY ✔ mêlant à la perfection une saveur fruitée à la fraîcheur d'une menthe glaciale.,Arôme Blueberg - Dripping,https://www.evaps.fr/documents/media/images/contenu/arome-blueberg-dripping.jpg,12.90
345, Dude's,diy,Le concentré Mixed Berry Dude's ❤ surprendra les amateurs de recette DIY fruits rouges et rafraîchissante ✔,Mixed Berry - Dude's,https://www.evaps.fr/documents/media/images/contenu/mixed-berry-dude-s.jpg,13.90
370, Psycho Bunny,diy,Le concentré Prism Psycho Bunny ❤ regroupe en une recette ▶ fruité et sucré en passant tout le spectre des couleurs pour une explosion de ▶ saveurs intarissables ✔,Prism - Psycho Bunny,https://www.evaps.fr/documents/media/images/contenu/prism-psycho-bunny.jpg,12.90
64, Smoant,e_cigarette,Découvrez la box Ranker TC 218 Smoant © sans plus attendre !,Ranker 218W TC - Smoant,https://www.evaps.fr/documents/media/images/contenu/box-ranker-smoant.jpg,59.90
293,liquide Hollywood 50ml - Liquideo,e_liquide,"Le Liquideo Hollywood 50ml ❤ va rafraîchir vos papilles tel un chewing gum à la chlorophylle, puissant et efficace. Ce eliquide fresh Hollywood reproduit à la perfection le célèbre chewing gum.",E-liquide Hollywood 50ml - Liquideo,https://www.evaps.fr/documents/media/images/contenu/e-liquide-hollywood-liquideo-50ml.jpg,19.90
177, Bio France,e_liquide,"L'eliquide Perle de Java French Malaisien ✔ est un e-liquide bio français vous permettant de vaper une multitude d'agrumes, adoucis par une délicate myrtille.Cette création fruitée de la gamme French Malaisien est fabriquée en France par la marque Bio France.",Perle de Java French Malaisien - Bio France,https://www.evaps.fr/documents/media/images/contenu/perle-java-french-malaisien-bio-france.jpg,5.50
28, Kangertech,e_cigarette,Le Kit Xlum 200W Kanger ❤ annonce le grand retour de la marque mythique qu'est Kangertech.,Kit Xlum - Kangertech,https://www.evaps.fr/documents/media/images/contenu/kit-xlum-200w-kanger.jpg,65.90
73, Rofvape,e_cigarette,Succombez au charme de la box Witcher XER 90w signée Rofvape ©.,Box Witcher XER 90W - Rofvape,https://www.evaps.fr/documents/media/images/contenu/box-witcher-xer-90w-rofvape.jpg,39.90
327, Royal Bastard,diy,Le concentré Virgin Queen Royal Bastard ❤ risque de faire des émules avec ses saveurs toutes en gourmandises ✔,Arôme Virgin Queen - Royal Bastard,https://www.evaps.fr/documents/media/images/contenu/concentre-virgin-queen-royal-bastard.jpg,15.00
15, Eleaf,e_cigarette,Découvrez le kit Istick Amnis Eleaf ❤ un kit ultra compact et simple d'utilisation qui sera un acolyte idéal pour vos débuts dans le monde du vapotage.,Kit Istick Amnis - Eleaf,https://www.evaps.fr/documents/media/images/contenu/kit-istick-amnis-eleaf.jpg,23.90
162, Bee,e_liquide,"L'eliquide Bubblegum Bee est une création originale et gourmande, au bon goût des chewing gum type bonbon que nous adorions lors de notre jeunesse. Ce délicieux e-liquide français va vous ramener en enfance !Le Bubblegum Bee 10ml Solevan est fabriqué en France par la marque Solevan.",Bubblegum 10ml - Bee,https://www.evaps.fr/documents/media/images/contenu/bubblegum-10ml-bee.jpg,5.90
372, Psycho Bunny,diy,Le concentré DIY Twister Psycho Bunny ❤ promet un vent de ▶ fraîcheur et d'exaltation pour tous les amateurs d'arômes DIY fruités et acidulés ✔,Twister - Psycho Bunny,https://www.evaps.fr/documents/media/images/contenu/twister-psycho-bunny.jpg,12.90
139, Joyetech,e_cigarette,,Batterie eGo One Mega V2 (2300 mAh) - Joyetech,https://www.evaps.fr/documents/media/images/contenu/batterie-ego-one-mega-v2-2300-mah-joyetech.jpg,25.90
334, Kendo,diy,"Le concentré Mango Peach Kendo ❤ est une recette éprouvée dans le monde de la vape : une mangue exotique et riche en goût, associée à une délicieuse pêche juteuse à souhait. Ce mélange ensoleillé est ici maîtrisé à la perfection !",Arôme Mango Peach - Kendo,https://www.evaps.fr/documents/media/images/contenu/arome-mango-peach-kendo.jpg,13.50
194,liquide Noisette - So Fifty,e_liquide,Le Noisette So Fifty ❤ est une nouvelle version du e-liquide du même nom fabriqué par Alfaliquid. Redécouvrez cette délicieuse noisette gourmande à souhait avec cet e-liquide gourmand Alfaliquid et sa nouvelle composition en 50% de PG et 50 % de VG !,E-liquide Noisette - So Fifty,https://www.evaps.fr/documents/media/images/contenu/noisette-10ml-so-fifty.jpg,5.90
71, Kangertech,e_cigarette,Kangertech au cœur de la technologie avec la Box Pollex 200W !,Box Pollex 200W - Kangertech,https://www.evaps.fr/documents/media/images/contenu/box-pollex-200w-kangertech.jpg,68.90
249, Vapempire,e_liquide,Blackcurrant Ice Vapempire 10ml au cassis ❤ Envie d’une grappe de baies de cassis et de fraîcheur intense ? Le e-eliquide Empire Brew Blackcurrant Ice par Vape Empire est fait pour vous !,Blackcurrant Ice - Vapempire,https://www.evaps.fr/documents/media/images/contenu/blackcurrant-ice-vapempire.jpg,5.90
424, Fruit Punch,diy,Prêt pour une virée paradisiaque avec le concentré Fruit Punch © Pineapple Coconut Peach  ?,Pineapple Coconut Peach - Fruit Punch,https://www.evaps.fr/documents/media/images/contenu/pineapple-coconut-peach-fruit-punch.jpg,6.90
328, Greeneo,diy,Créez votre e-liquide DIY au CBD avec les cristaux CBD Crystals Greeneo ★,Cristaux de CBD - Greeneo,https://www.evaps.fr/documents/media/images/contenu/cristaux-cbd-greeneo.jpg,25.90
285, Marie Jeanne,e_liquide,Le e liquide CBD Marie Jeanne Red Berries ❤ est un e liquide au CBD haut de gamme ✔ pour une expérience de vape des plus inouïes et incomparables ✔,Red Berries CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/red-berries-cbd-marie-jeanne.jpg,14.90
206, Furiosa Eggz,e_liquide,"L'e-liquide Furiosa Eggz Ivy 50ml ❤ est né d'un œuf de dragon mythique nommé Furiosa, et sa vapeur fruitée et surprenante saura sans nul doute vous conquérir ✔",Ivy 50ml - Furiosa Eggz,https://www.evaps.fr/documents/media/images/contenu/ivy-furiosa-eggz.jpg,22.50
150, Salt E-Vapor,e_liquide,L'e-liquide Green Storm Salt E-Vapor ✔ est un e-liquide aux sels de nicotine vous permettant de vaper un délicieux thé à la menthe.,Green Storm - Salt E-Vapor,https://www.evaps.fr/documents/media/images/contenu/green-storm-salt-e-vapor.jpg,6.90
386, Fonta Flava,diy,Un panier de fruits rouges ❤ entrelacés par la fraîcheur typique des arômes pour e liquide malaisien ❤ le concentré Fonta Flava Berries va vous mettre l'eau à la bouche ✔,Arôme Berries - Fonta Flava,https://www.evaps.fr/documents/media/images/contenu/arome-berries-fonta-flava.jpg,5.90
172, Bio France,e_liquide,Une mangue exotique à souhait et un abricot juteux et sucré : c'est ce que le délicieux eliquide Or d'Asie French Malaisien vous propose de vaper.Cet e-liquide bio fruité de la gamme French Malaisien est fabriqué en France par la marque Bio France.,Or d'Asie French Malaisien - Bio France,https://www.evaps.fr/documents/media/images/contenu/or-d-asie-french-malaisien-bio-france.jpg,5.50
5, Timesvape,e_cigarette,Le Mod méca Saint Timesvape ★ est un mod mécanique de qualité alliant conductivité exemplaire et design original.,Saint Mech Mod - Timesvape,https://www.evaps.fr/documents/media/images/contenu/mod-meca-saint-timesvape.jpg,74.90
215, Vaporigins,e_liquide,"Le Vaporigins Big Blue ✔ est un autre e-liquide original et délicieux pour la gamme Vaporigins. Le Big Blue vous permettra de vaper de délicieux fruits des bois, sublimés par une gelée mentholée rafraîchissante.",Big Blue 80ml - Vaporigins,https://www.evaps.fr/documents/media/images/contenu/big-blue-vaporigins.jpg,25.00
55, Kanger,e_cigarette,"Avec le kit Uboat Kanger ❤ et sa vape serrée en inhalation indirecte (MTL), vous n'aurez jamais été aussi proche du rendu d'une vraie cigarette !",Kit Pod Uboat - Kanger,https://www.evaps.fr/documents/media/images/contenu/kit-pod-uboat-kanger.jpg,19.90
60, Eleaf,e_cigarette,"Découvrez le Kit Istick Pico Baby Eleaf ❤, parfait pour les nouveaux venus dans le monde de la vape.",Kit Istick Pico Baby - Eleaf,https://www.evaps.fr/documents/media/images/contenu/istick-pico-baby-eleaf.jpg,30.90
429, Halo White label,diy,Halo enrichit sa gamme White Label © avec le concentré DIY Timber.,Arôme Timber - Halo White label,https://www.evaps.fr/documents/media/images/contenu/timber-halo-arome-white-label.jpg,4.90
359, Phara Skull Juice,diy,L'arôme concentré Fasataq Phara Skull Juice ❤ est enfin disponible ✔ et reprend les saveurs délicieusement gourmandes de sa version e liquide.,Arôme Fasataq - Phara Skull Juice,https://www.evaps.fr/documents/media/images/contenu/arome-fasataq-phara-skull.jpg,5.20
355, Dripping,diy,L'arôme concentré Killa Custard V2 Dripping ❤ promet une vape vanillée et généreusement onctueuse pour les plus grands fans d'e liquide DIY custard ✔,Arôme Killa Custard V2 - Dripping,https://www.evaps.fr/documents/media/images/contenu/arome-killa-custard-dripping.jpg,12.90
247, Vapempire,e_liquide,"Le Ice Lemonade 10ml Vape Empire ❤ est une limonade fraîche et subtilement acidulée, à base de citron et citron vert.",Ice Lemonade - Vapempire,https://www.evaps.fr/documents/media/images/contenu/ice-lemonade-vapempire.jpg,5.90
132, Kanger,e_cigarette,,SUBOX Mini C - Kanger,https://www.evaps.fr/documents/media/images/contenu/subox-mini-c-kanger.jpg,35.90
48, GeekVape,e_cigarette,Partez à l'aventure avec le mod GeekVape Aegis Legend ❤. Un concentré de fiabilité et de robustesse vous attend avec la prise en main de la box Aegis Legend 200W GeekVape.,Box Aegis Legend 200W - GeekVape,https://www.evaps.fr/documents/media/images/contenu/box-aegis-legend-200w-geekvape.jpg,68.90
265, Eliquid France,e_liquide,Redécouvrez le e-liquide Famous 100ml Eliquid France dans son tout nouveau format ❤,Famous 100ml - Eliquid France,https://www.evaps.fr/documents/media/images/contenu/famous-eliquid-france-100ml.jpg,29.90
213, Vaporigins,e_liquide,"Du citron vert, du cactus et de la menthe rafraîchissante : c'est le mélange détonnant que vous pourrez vaper avec le Vaporigins Green Flash ★ !",Green Flash 80ml - Vaporigins,https://www.evaps.fr/documents/media/images/contenu/green-flash-vaporigins.jpg,25.00
369, Marie Jeanne,diy,"Le concentré Marie Jeanne Lemon Kush ❤ vous permettra de fabriquer votre propre e-liquide DIY aux saveurs de terpène, accompagnées d'une nuance de citron.",Arôme Lemon Kush - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/arome-lemon-kush-marie-jeanne.jpg,6.90
131, Joyetech,e_cigarette,,Kit eGo AIO PRO - Joyetech,https://www.evaps.fr/documents/media/images/contenu/kit-ego-aio-pro-joyetech.jpg,29.90
251, Monsta Vape,e_liquide,"Le e liquide Strawz Apple 50ml Monsta vape ❤ surprendra vos papilles avec ses notes de fraise bien sucrées, accompagnées d'une pomme verte acidulée et juteuse. Ce délicieux eliquide fraise pomme fresh ➤ fera frissonner vos sens avec sa fraîcheur intense.",Strawz Apple 50ml - Monsta Vape,https://www.evaps.fr/documents/media/images/contenu/strawz-apple-monsta-vape.jpg,19.90
27,Priv 230W - Smoktech,e_cigarette,"Le Kit E-Priv Smok 230W ✔ est un nouveau kit de e-cigarette performant proposé par Smoktech. Ce pack Smoktech E-Priv est composé d'une Box Mod Smok E-Priv 230W au look détonant, et du fameux clearomiseur de la même marque, le TFV12 Prince.",Kit E-Priv 230W - Smoktech,https://www.evaps.fr/documents/media/images/contenu/kit-e-priv-230w-smoktech.jpg,69.90
284, Velare Ejuice,e_liquide,"Ajoutez de la luxure dans votre clearomiseur avec le e liquide Velare de Velare Ejuice ❤ : un surprenant et délicat e-liquide composé de vanille, de crème fouettée et de liqueur de cerise. Ce eliquide Americain Velare à tout pour plaire.",Velare 50ml - Velare Ejuice,https://www.evaps.fr/documents/media/images/contenu/eliquide-velare-ejuice.jpg,25.90
12, Vaporesso,e_cigarette,"Laissez-vous surprendre par l'excellence du nouveau Kit Luxe 220W Vaporesso ❤ Alliance parfaite entre technologies avancées, et design haut de gamme ✔",Kit Luxe / Skrr - Vaporesso,https://www.evaps.fr/documents/media/images/contenu/kit-luxe-skrr-vaporesso.jpg,84.90
412, Mama Kitchen,diy,Régalez vous avec l'arôme Apple Pie Mama Kitchen © !,Concentré Apple Pie - Mama Kitchen,https://www.evaps.fr/documents/media/images/contenu/concentre-apple-pie-mama-kitchen.jpg,6.90
351, Halo,diy,"Le Booster de nicotine Halo Fusion Menthol 50/50 ❤ c'est un flacon 2 en 1 ✔ Profitez d'un booster de nicotine en 50/50 de PG/VG, 20 mg/ml de nicotine et d'un additif menthol !",Booster Menthol Fusion - Halo,https://www.evaps.fr/documents/media/images/contenu/booster-menthol-fusion-halo.jpg,2.40
454, Readiy,diy,Faîtes place à la fraîcheur glaciale de la menthe polaire grâce à l'arôme menthe polaire de Readiy ©.,Arôme Menthe Polaire - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-menthe-verte-readiy.jpg,3.50
45, Lost Vape,e_cigarette,"Osez la luxure en vous procurant la box Furyan BF Lost Vape ❤. D'une beauté remarquable et conçue avec le plus grand soin, la box Furyan Lost Vape est un petit bijou à lui seul.",Box Furyan Squonker - Lost Vape,https://www.evaps.fr/documents/media/images/contenu/box-bf-furyan-lost-vape.jpg,69.90
171, Bio France,e_liquide,L'eliquide Les Fruits de M. Li associe divinement une délicieuse grenade à un ananas exotique et gourmand. M. Li a sélectionné pour vous les meilleurs arômes de ces deux fruits pour un résultat addictif !Cet e-liquide bio de la gamme French Malaisien est fabriqué en France par la marque Bio France.,Les Fruits de M. Li French Malaisien - Bio France,https://www.evaps.fr/documents/media/images/contenu/les-fruits-de-m-li-french-malaisien-bio-france.jpg,5.50
321, Readiy,diy,Le concentré Mojito Readiy ❤ est un arôme d'origine française pour la fabrication de e-liquide pour cigarette électronique.,Arôme Mojito - Readiy,https://www.evaps.fr/documents/media/images/contenu/arome-mojito-readiy.jpg,3.50
279, Marie Jeanne,e_liquide,Le Super Skunk CBD Marie Jeanne ❤ sera sans aucun doute à la hauteur des vapoteurs ▶ amateurs de e liquides au CBD ✔ les plus exigeants !,Super Skunk CBD - Marie Jeanne,https://www.evaps.fr/documents/media/images/contenu/super-skunk-cbd-marie-jeanne.jpg,16.90
384, Cloud Vapor,diy,L'arôme concentré Cloud Vapor Blue Bird ❤ vous permettra enfin de réaliser votre propre e liquide DIY de la gamme Animals ©,Arôme Blue Bird - Cloud Vapor,https://www.evaps.fr/documents/media/images/contenu/arome-blue-bird-cloud-vapor.jpg,5.90
111, Eleaf,e_cigarette,,Coffret Istick Pico 25 / Ello Tank - Eleaf,https://www.evaps.fr/documents/media/images/contenu/coffret-istick-pico-25-ello-tank-eleaf.jpg,48.90
